attendance_consistency,task_completion,task_delay_rate,productive_hours,experience,project_complexity,feedback_score,role,performance_percentage
75.62,79.52,58.75,6.16,6,3,2.53,HR,80.46
81.11,79.61,34.94,7.53,2,1,2.89,Employee,91.31
61.67,64.28,60.46,5.49,4,2,1.26,Employee,60.39
94.25,89.36,16.17,9.33,9,2,4.46,HR,100.0
85.17,96.97,10.4,9.64,5,5,4.73,Manager,100.0
81.21,71.75,57.03,6.25,2,2,3.94,HR,81.35
70.07,73.2,36.45,7.33,12,2,2.8,Manager,100.0
91.01,81.25,4.44,9.84,10,2,4.63,Team Lead,100.0
72.03,72.13,42.46,7.39,2,5,3.94,Team Lead,81.81
87.58,87.74,1.09,8.41,14,1,4.18,HR,100.0
82.9,65.53,53.62,6.82,11,4,3.81,HR,96.82
55.36,52.94,74.56,4.7,14,1,1.97,Team Lead,74.16
68.63,50.74,81.9,4.85,3,5,1.71,HR,44.79
76.67,76.85,38.15,6.44,5,5,3.9,Employee,86.27
77.18,79.37,40.23,7.44,1,5,3.52,Employee,81.88
84.42,68.52,47.05,7.03,6,1,3.35,Employee,94.15
89.84,91.84,15.83,8.95,10,1,4.96,Employee,100.0
53.86,51.76,81.39,4.32,2,2,1.63,Team Lead,42.42
57.24,59.69,78.78,5.24,11,2,1.73,Employee,69.32
52.8,45.44,61.23,5.45,9,4,1.47,HR,59.18
73.55,67.11,43.37,7.76,5,5,2.95,Manager,83.4
92.04,87.95,19.11,8.98,3,5,4.03,Employee,100.0
97.27,95.89,21.96,8.15,12,3,4.8,Team Lead,100.0
56.6,40.76,89.09,4.75,1,5,2.4,Employee,36.33
86.81,84.01,26.82,10.0,6,4,4.55,Employee,100.0
82.68,73.33,34.16,7.13,1,4,2.94,Employee,80.2
80.2,70.26,46.41,7.96,1,2,3.48,HR,87.01
71.84,69.1,43.83,6.62,2,1,3.12,HR,80.64
98.85,94.65,28.03,9.33,7,3,5.0,HR,100.0
80.01,75.86,49.0,7.67,11,2,2.69,Employee,100.0
83.23,67.09,33.81,6.61,10,3,2.74,Employee,94.93
74.27,72.71,56.98,6.81,4,4,3.63,Employee,81.17
71.44,76.33,32.43,6.21,5,1,2.74,HR,87.03
97.9,88.74,1.24,8.49,1,2,4.3,Team Lead,100.0
98.83,84.31,13.88,8.91,13,4,4.18,Team Lead,100.0
59.34,51.17,69.08,5.26,4,1,2.31,HR,60.22
52.75,61.57,75.73,4.35,6,4,2.48,Team Lead,54.68
81.86,65.16,39.14,7.9,14,3,3.42,HR,100.0
66.81,45.45,72.36,5.09,11,5,1.9,Employee,62.81
99.03,92.33,3.3,8.44,1,2,4.84,HR,100.0
56.83,64.22,88.98,5.18,11,5,1.29,Employee,60.07
84.71,73.16,56.92,7.17,5,3,3.54,Team Lead,89.27
61.42,62.74,60.19,5.62,7,2,2.42,HR,72.36
73.1,68.77,57.0,6.03,3,1,3.86,Team Lead,80.95
72.42,76.44,44.12,6.53,1,3,3.88,Employee,80.26
84.81,70.79,54.18,6.92,3,1,3.28,Team Lead,86.6
99.48,96.17,9.14,8.2,12,4,4.68,Employee,100.0
87.57,94.15,11.39,9.54,9,2,4.98,Manager,100.0
98.82,90.26,18.84,8.83,12,3,4.78,Team Lead,100.0
99.45,97.88,6.01,9.04,11,2,4.83,HR,100.0
95.19,82.98,2.96,9.57,1,3,4.86,Team Lead,100.0
96.77,91.44,18.64,9.87,1,1,4.62,Manager,100.0
75.0,75.41,45.68,7.92,9,2,3.04,Employee,100.0
85.89,83.88,6.53,9.54,3,1,4.2,Manager,100.0
59.11,46.25,88.99,5.08,8,1,1.23,Employee,56.42
85.83,82.91,20.85,9.95,4,5,4.56,Employee,100.0
67.5,56.6,60.94,4.32,4,4,1.06,Team Lead,48.56
82.65,74.8,36.32,7.88,1,5,3.82,Manager,86.33
87.88,96.59,17.17,8.3,9,1,4.31,Manager,100.0
95.43,90.16,25.79,9.93,11,3,4.02,Manager,100.0
62.48,59.71,84.87,4.6,10,3,1.5,Team Lead,61.08
66.1,52.94,80.56,5.83,8,5,1.81,Manager,60.5
85.36,93.63,3.34,8.4,14,3,4.42,Team Lead,100.0
52.12,48.13,74.39,5.39,14,3,1.44,HR,68.73
90.37,82.2,8.11,9.71,11,5,4.08,Employee,100.0
61.21,56.32,79.53,4.41,3,4,1.98,Employee,46.25
85.38,80.39,29.14,8.97,11,4,4.97,HR,100.0
50.76,51.1,60.58,5.3,14,2,1.25,Manager,72.65
51.08,60.64,68.24,4.35,12,5,2.38,HR,65.0
59.92,63.17,85.36,5.72,9,5,1.25,Team Lead,59.69
99.73,92.43,16.78,9.26,3,4,4.53,HR,100.0
52.31,54.33,77.01,5.44,8,1,2.28,Team Lead,66.61
57.95,45.0,86.9,5.47,10,5,1.43,Employee,55.1
72.25,68.55,51.36,7.48,2,3,3.04,Manager,78.96
89.05,88.23,7.3,8.26,9,4,4.86,Manager,100.0
75.46,76.52,42.16,7.34,10,1,3.57,Employee,100.0
83.03,69.18,36.11,6.56,8,4,3.35,Team Lead,91.83
64.48,58.11,80.92,5.7,9,1,1.82,Manager,70.96
70.4,66.01,52.12,7.21,10,3,3.01,Manager,92.08
59.2,61.66,74.69,4.77,5,3,2.47,Manager,58.55
95.05,83.39,7.24,9.51,2,4,4.17,HR,100.0
87.37,94.68,2.59,9.53,9,3,4.2,Employee,100.0
73.66,67.53,35.81,6.58,12,5,3.73,Employee,97.07
80.18,76.18,45.12,7.15,11,2,3.18,Manager,100.0
87.24,95.45,27.83,9.82,1,1,4.91,Employee,100.0
73.11,73.29,40.88,7.07,5,2,3.86,Employee,92.74
50.24,50.67,72.88,5.95,4,2,1.21,Manager,52.96
80.28,69.75,51.73,7.12,10,2,3.97,HR,100.0
91.72,95.19,6.97,8.84,14,1,4.32,Team Lead,100.0
90.62,84.29,28.51,9.25,10,5,4.06,Employee,100.0
92.19,99.28,14.11,9.47,7,3,4.16,Team Lead,100.0
89.63,93.08,18.11,8.98,3,4,4.52,Employee,100.0
94.67,97.25,16.59,9.43,10,3,4.78,Team Lead,100.0
70.41,70.88,41.32,7.24,10,4,3.8,Team Lead,97.82
74.55,75.35,58.96,6.01,13,4,3.47,Employee,94.87
56.6,46.43,64.03,4.97,11,3,2.4,Employee,68.13
58.9,46.32,60.4,5.53,7,3,2.25,Employee,63.42
89.73,85.28,18.8,9.16,14,5,4.56,Team Lead,100.0
52.12,60.42,77.58,4.45,11,5,1.66,HR,58.21
53.51,63.51,75.83,4.78,9,5,1.2,Team Lead,55.18
99.52,89.28,19.24,8.75,10,2,4.64,HR,100.0
79.16,68.62,46.21,7.06,5,1,3.48,Team Lead,91.87
98.1,93.51,24.79,8.84,3,2,4.8,Employee,100.0
57.11,50.72,84.27,4.18,2,4,1.58,HR,37.42
75.56,75.23,30.54,6.03,12,1,2.66,Employee,100.0
83.98,78.14,39.58,7.17,9,4,2.62,Team Lead,95.47
81.79,78.2,35.21,7.22,5,2,2.8,Manager,92.96
97.69,98.11,13.56,8.02,14,3,4.79,Team Lead,100.0
70.37,78.83,33.43,7.63,2,1,3.35,Manager,91.47
95.24,90.47,28.96,9.2,12,2,4.63,HR,100.0
69.96,55.48,79.52,5.19,4,2,2.1,Employee,58.67
76.81,79.63,35.22,7.92,8,2,2.94,HR,100.0
53.18,60.75,89.14,4.7,6,5,1.44,HR,46.37
75.81,70.02,51.76,6.76,4,4,3.45,Team Lead,80.66
62.17,41.76,61.95,5.93,9,4,1.23,HR,61.47
73.81,68.32,32.23,6.3,7,5,3.47,Employee,85.38
96.5,86.53,4.87,8.8,1,1,4.41,HR,100.0
53.84,49.08,81.97,5.01,12,3,1.07,Employee,60.19
56.19,47.43,69.17,5.77,13,5,2.09,Employee,69.72
97.26,99.31,4.26,9.33,5,5,4.56,Team Lead,100.0
92.13,99.12,15.72,9.7,13,5,4.83,HR,100.0
70.64,71.72,49.08,6.02,11,5,3.4,Employee,88.42
50.67,50.35,84.52,4.78,4,1,1.9,Employee,50.27
86.91,85.71,15.95,9.02,9,5,4.82,Manager,100.0
99.11,90.23,3.87,8.56,12,5,4.73,Manager,100.0
70.91,66.29,58.09,6.21,2,2,3.76,HR,75.84
87.05,83.32,10.32,8.73,14,2,4.26,Team Lead,100.0
79.64,74.11,34.04,7.77,11,2,2.65,Manager,100.0
78.73,77.87,35.78,7.2,9,2,2.99,Manager,100.0
97.65,97.06,21.98,9.23,7,3,4.87,Employee,100.0
89.53,93.22,9.58,8.86,5,5,4.05,Manager,100.0
56.6,60.65,61.01,5.38,10,5,1.07,Employee,62.39
95.84,90.66,26.5,8.9,13,5,4.15,Team Lead,100.0
88.63,83.38,23.25,8.26,11,3,4.45,HR,100.0
64.78,57.55,85.41,5.97,5,3,1.17,HR,56.05
69.46,59.68,81.37,5.67,10,5,2.33,Manager,69.0
76.02,65.77,37.58,6.39,6,5,3.97,Employee,84.99
80.68,69.36,50.52,6.0,3,2,3.76,Manager,81.66
53.76,57.05,75.09,4.74,13,1,2.17,Employee,74.06
69.89,53.75,66.66,4.56,10,2,2.19,Team Lead,69.99
61.91,64.22,82.31,4.51,4,4,1.39,HR,47.78
59.7,55.43,70.32,5.01,3,2,1.76,Manager,53.32
70.92,72.67,50.71,6.1,5,4,3.81,Employee,80.92
55.87,49.42,84.62,5.76,13,1,1.46,Manager,71.99
65.51,54.36,80.87,5.85,2,1,2.07,Employee,58.1
80.58,67.51,59.15,7.28,11,1,3.62,Employee,100.0
89.18,84.3,12.63,8.67,11,1,4.79,Employee,100.0
75.73,76.82,56.23,6.65,3,1,3.54,HR,85.73
63.66,49.71,81.52,5.33,14,3,1.9,Manager,72.64
81.68,73.63,42.92,6.24,10,2,2.68,HR,94.52
88.04,97.86,4.62,9.91,3,4,4.04,Employee,100.0
60.98,58.05,89.8,4.26,3,5,1.07,HR,37.38
50.25,47.93,76.24,5.31,13,5,2.09,Employee,64.69
58.11,60.73,61.52,4.75,11,4,1.94,Employee,67.9
59.34,49.95,88.72,5.39,7,5,2.17,Employee,53.91
77.66,74.59,35.51,6.83,10,5,2.98,Manager,93.75
62.01,60.44,89.88,5.74,7,3,1.68,Employee,60.75
79.66,73.47,32.11,7.46,3,4,3.53,Team Lead,88.48
99.23,84.04,22.02,8.0,5,5,4.93,HR,100.0
91.89,85.74,10.62,8.06,4,4,4.98,Manager,100.0
52.79,42.4,72.74,5.87,8,4,1.81,Manager,57.78
88.64,99.45,4.53,9.45,6,5,4.48,Employee,100.0
82.18,79.85,58.19,7.67,8,4,3.44,Team Lead,96.44
67.28,52.61,88.85,4.95,9,2,1.6,Employee,61.58
97.63,93.29,27.47,9.98,3,5,4.85,HR,100.0
78.11,73.6,57.43,7.01,1,3,3.32,HR,77.76
99.84,84.06,25.72,8.46,10,3,4.45,Employee,100.0
68.19,45.35,84.95,4.9,7,2,2.05,Manager,58.37
64.01,50.14,87.59,5.86,8,5,2.42,HR,60.92
79.93,67.18,53.45,6.41,3,5,3.27,Manager,73.86
95.62,85.18,16.92,9.35,1,5,4.01,Team Lead,100.0
86.91,80.98,25.91,8.48,9,3,4.49,HR,100.0
59.09,49.71,73.58,4.13,13,3,1.3,Manager,62.11
77.31,76.42,31.36,7.32,2,3,3.28,HR,87.02
95.42,99.24,20.77,9.13,4,2,4.16,Team Lead,100.0
73.13,74.05,40.03,6.3,5,3,3.61,HR,86.05
88.34,95.63,10.05,9.99,14,5,4.15,HR,100.0
98.23,99.45,4.43,8.79,14,1,4.66,Manager,100.0
79.09,68.17,48.42,7.45,10,1,3.58,Team Lead,100.0
96.91,91.68,0.39,9.71,10,5,4.75,Team Lead,100.0
55.61,63.39,74.09,5.43,7,3,1.7,HR,61.75
75.32,65.27,51.89,6.21,12,1,3.08,Manager,96.46
93.44,82.04,21.11,9.08,9,5,4.08,HR,100.0
93.3,80.67,15.94,8.38,7,4,4.87,HR,100.0
65.95,53.45,69.29,4.29,8,5,2.11,Manager,56.64
70.71,67.05,44.69,6.97,9,2,3.11,Employee,93.21
57.41,62.92,85.3,4.32,4,4,1.91,Employee,47.33
54.06,50.37,60.55,5.12,6,1,1.07,Manager,57.49
72.5,67.02,44.93,6.63,10,2,3.22,HR,94.5
73.9,66.87,30.7,6.39,14,3,2.87,Manager,100.0
81.04,79.18,43.12,8.0,2,2,3.42,Team Lead,92.48
52.52,64.34,69.17,4.88,9,1,2.32,Employee,70.6
84.02,72.8,31.71,7.49,14,1,2.92,Team Lead,100.0
81.78,71.1,53.27,7.38,2,1,3.28,HR,86.39
56.61,60.06,84.56,5.23,10,2,1.44,Team Lead,64.6
75.51,74.14,44.62,7.14,5,4,3.36,Manager,86.68
51.07,51.15,63.4,5.63,2,5,1.03,Employee,42.74
53.87,60.31,86.86,5.61,5,3,1.32,Employee,52.84
74.75,73.04,30.97,7.65,8,5,3.51,HR,96.2
85.36,96.63,8.19,9.04,5,3,4.3,HR,100.0
76.11,67.79,50.37,7.81,12,3,2.56,Team Lead,99.14
73.75,68.59,40.94,6.94,8,1,2.71,Employee,93.07
73.49,72.95,47.52,7.03,5,3,3.61,HR,87.93
84.01,65.81,47.94,6.01,8,2,3.25,Team Lead,89.49
87.31,93.21,20.52,9.3,12,5,4.74,HR,100.0
81.19,70.64,50.18,7.46,14,4,3.59,Employee,100.0
99.08,99.86,20.98,8.85,2,3,4.89,Manager,100.0
85.58,81.96,9.76,8.15,10,2,4.36,Team Lead,100.0
97.16,88.97,18.92,8.93,14,3,5.0,Employee,100.0
59.74,42.71,87.13,5.08,3,2,1.46,HR,45.06
87.43,88.0,21.38,8.09,10,4,4.13,Employee,100.0
53.06,53.78,71.19,4.39,4,4,1.87,Employee,46.48
70.74,77.48,58.38,6.16,1,3,2.76,Employee,69.83
79.65,78.53,45.25,6.82,11,3,3.8,HR,100.0
98.8,83.02,26.44,8.39,9,2,4.19,Employee,100.0
81.55,68.98,49.91,7.07,10,3,3.71,Manager,98.96
52.96,46.14,81.23,5.31,3,2,1.47,Manager,46.76
50.9,40.98,76.53,4.99,13,2,2.47,Manager,69.03
63.61,58.02,68.31,5.71,13,3,1.73,Employee,76.85
71.75,79.1,48.83,6.67,13,1,2.71,Team Lead,100.0
73.31,77.91,45.26,6.41,2,2,3.78,Employee,83.59
66.35,41.31,69.46,4.67,8,5,1.47,HR,51.76
73.94,68.56,44.5,6.07,14,5,3.46,Manager,95.83
81.11,77.92,54.12,6.27,12,4,2.76,Manager,93.97
72.91,68.93,45.38,6.66,11,3,3.79,HR,98.09
54.83,61.58,70.56,5.47,2,1,2.21,HR,58.47
94.18,81.08,26.7,8.49,7,2,4.67,Manager,100.0
59.59,56.45,72.98,5.36,4,4,1.68,Team Lead,52.42
74.02,70.74,49.02,7.75,10,5,3.4,Manager,95.7
53.35,43.08,76.86,4.12,9,2,1.25,Team Lead,51.71
90.66,81.23,11.38,9.65,9,3,4.39,Manager,100.0
59.15,41.98,80.48,4.98,4,2,1.19,Manager,46.13
87.56,80.6,27.92,9.31,2,5,4.86,Team Lead,100.0
93.61,82.94,20.32,9.29,2,3,4.88,Team Lead,100.0
74.16,73.26,33.44,7.89,2,5,2.94,Manager,81.94
74.78,72.33,45.67,7.07,5,2,3.08,Employee,88.03
77.16,72.14,51.44,6.7,13,3,3.27,Employee,100.0
74.88,68.94,55.82,6.66,6,4,3.15,Team Lead,81.31
96.07,97.89,20.69,9.58,7,5,4.28,Manager,100.0
62.73,53.83,85.48,4.62,14,5,1.43,HR,62.98
55.11,43.73,66.56,5.49,5,3,1.12,Employee,50.66
90.76,83.55,18.61,9.32,6,5,4.08,Employee,100.0
88.28,94.09,12.71,9.17,2,1,4.86,Team Lead,100.0
90.6,81.06,18.75,8.38,6,5,4.51,HR,100.0
97.09,94.76,1.06,9.46,14,2,4.72,Employee,100.0
81.04,73.44,39.43,6.72,9,1,3.71,Team Lead,100.0
57.1,52.82,78.22,5.45,11,1,1.47,HR,69.07
81.02,73.64,44.04,7.82,3,4,3.49,Employee,88.08
53.99,46.01,63.11,5.93,8,4,1.37,HR,59.16
64.17,59.02,86.85,5.31,5,3,1.74,Manager,55.62
60.63,62.37,88.64,5.92,13,5,1.58,HR,69.67
61.28,51.95,73.77,5.45,9,2,1.19,Team Lead,63.33
88.69,92.01,19.66,8.42,8,2,4.85,Manager,100.0
81.65,66.32,51.54,7.87,3,3,3.24,Employee,85.53
65.91,58.87,67.38,4.95,13,4,1.88,Team Lead,72.81
89.44,94.59,0.16,9.09,4,5,4.16,HR,100.0
71.75,74.13,38.44,7.26,5,4,3.73,Manager,89.43
61.63,59.78,61.44,4.95,9,4,1.04,Employee,61.03
75.02,78.82,54.64,6.09,4,1,3.55,Employee,85.64
92.17,88.07,5.86,9.76,3,4,4.61,Employee,100.0
66.74,51.38,66.44,5.75,3,2,1.93,Employee,59.22
84.96,74.53,50.86,6.48,12,1,2.72,HR,100.0
66.41,63.96,70.57,4.57,6,5,1.97,Employee,56.37
96.78,92.5,18.51,9.58,14,1,4.07,Manager,100.0
95.34,86.03,18.78,8.3,14,5,4.47,Manager,100.0
92.14,97.35,26.14,8.45,14,1,4.9,Manager,100.0
75.12,71.66,50.27,7.02,7,3,3.79,HR,92.27
67.2,64.56,63.47,5.05,13,5,1.12,Team Lead,70.32
78.66,72.37,37.79,6.11,13,4,2.94,HR,97.04
82.39,65.3,59.11,6.28,10,5,2.63,Team Lead,82.91
98.6,88.71,27.74,8.04,10,5,4.52,Employee,100.0
53.59,54.45,88.74,5.01,5,2,1.12,Team Lead,48.64
63.73,47.49,63.83,5.84,12,2,2.43,Manager,78.76
82.75,69.83,39.75,7.07,12,5,3.48,Employee,100.0
57.65,57.39,73.69,5.46,7,5,1.29,Team Lead,54.65
99.35,96.52,24.87,8.76,3,3,4.31,Team Lead,100.0
88.99,83.64,17.39,8.06,4,3,4.29,Manager,100.0
90.29,81.56,27.28,8.66,10,5,4.74,Team Lead,100.0
82.91,66.51,34.42,6.98,14,1,3.05,Team Lead,100.0
59.81,63.53,85.83,4.05,12,2,2.08,Employee,67.54
50.01,62.53,64.61,5.98,1,1,2.43,Employee,60.4
87.35,97.06,21.08,9.55,9,2,4.28,Employee,100.0
79.02,69.45,51.43,7.52,1,1,2.65,Manager,81.16
81.54,69.8,55.21,7.66,3,1,3.5,Manager,90.12
68.23,54.81,88.94,4.02,2,5,1.82,HR,38.95
61.4,55.48,60.45,4.22,12,5,1.71,Employee,63.57
90.78,98.86,18.31,9.67,3,1,4.71,Team Lead,100.0
98.29,87.63,14.83,8.58,3,2,4.15,Manager,100.0
60.03,53.18,66.48,4.55,5,3,1.3,Manager,50.94
57.67,45.81,71.74,4.82,4,5,1.83,Employee,45.08
80.18,67.67,44.08,7.23,11,5,2.78,Employee,93.57
67.04,62.83,85.42,4.96,11,1,2.39,Employee,75.25
97.31,85.63,2.1,8.11,12,2,4.12,Team Lead,100.0
78.55,68.24,34.34,6.65,13,4,2.75,Team Lead,98.21
85.13,81.52,25.89,9.04,10,2,4.2,HR,100.0
62.97,49.21,80.67,4.01,6,4,2.43,Employee,50.56
78.99,70.13,58.6,7.81,13,4,3.57,HR,100.0
87.62,82.81,14.07,8.29,4,3,4.92,HR,100.0
79.11,76.65,57.45,7.52,8,1,3.13,Team Lead,98.55
72.06,65.26,43.37,7.82,6,5,2.96,Team Lead,84.79
59.94,45.86,65.81,4.45,13,5,2.06,Manager,64.12
97.55,86.04,6.65,9.48,6,3,4.85,Team Lead,100.0
90.38,89.26,3.46,9.25,10,4,4.74,HR,100.0
86.8,85.9,13.75,8.96,14,5,4.58,Manager,100.0
54.11,44.52,88.22,4.52,4,4,1.56,Employee,39.66
50.46,41.82,76.02,5.46,5,3,1.72,HR,49.86
75.36,70.96,56.25,7.84,4,3,3.93,Team Lead,89.7
96.56,89.99,9.16,9.95,6,4,4.66,Manager,100.0
95.77,87.77,10.58,9.4,13,2,4.41,Employee,100.0
73.99,76.99,48.84,6.24,1,2,3.35,HR,77.77
52.35,58.74,77.64,5.43,4,3,1.25,Team Lead,50.6
96.26,98.75,17.29,9.17,5,1,4.86,Team Lead,100.0
70.31,79.81,35.76,6.7,5,1,2.58,Manager,88.76
96.04,82.89,25.34,9.64,5,4,4.77,Team Lead,100.0
69.53,50.28,60.99,4.69,14,2,1.95,Employee,77.48
82.18,76.76,53.22,7.18,11,2,2.53,Manager,99.48
90.36,88.11,13.4,8.91,3,4,4.09,HR,100.0
83.13,69.94,38.2,6.07,4,1,3.55,Employee,88.23
89.04,86.56,4.57,8.82,6,1,4.84,Team Lead,100.0
60.99,64.46,63.98,4.8,14,3,1.09,Employee,73.26
56.29,61.12,83.61,4.59,13,1,1.12,Manager,68.24
71.29,68.07,49.17,6.99,5,2,2.61,HR,82.4
96.85,89.21,16.49,9.43,7,5,4.44,HR,100.0
94.1,83.15,18.27,9.88,7,4,4.97,Manager,100.0
86.64,86.47,3.98,8.28,12,4,4.1,Manager,100.0
90.91,94.01,28.49,9.76,8,1,4.12,Employee,100.0
82.57,76.61,43.08,6.51,14,3,3.69,Manager,100.0
64.48,58.5,69.02,4.15,11,4,2.32,Manager,66.23
77.89,75.42,38.04,7.53,10,1,3.65,HR,100.0
57.46,51.53,76.1,5.07,8,2,1.31,HR,58.48
91.76,89.58,20.58,8.95,8,2,4.06,Employee,100.0
58.51,56.9,74.43,5.36,12,1,2.32,Team Lead,77.23
80.26,65.98,31.19,6.26,5,5,3.37,Employee,81.79
81.61,66.69,33.98,6.61,11,3,2.66,Employee,95.92
51.43,50.24,69.34,5.35,2,4,1.91,Team Lead,46.38
83.48,79.12,56.02,6.58,8,5,3.0,Employee,87.27
63.58,50.3,82.61,4.41,13,1,1.49,HR,67.96
75.41,76.11,53.73,6.35,6,2,3.9,Manager,90.23
52.0,64.41,86.82,4.59,7,2,1.1,Employee,53.39
83.85,65.54,58.95,7.49,3,3,3.53,HR,83.93
89.48,99.09,18.41,8.42,7,5,4.94,Employee,100.0
94.64,90.15,5.03,8.47,8,4,4.54,Manager,100.0
90.22,88.7,15.82,8.5,13,5,4.93,Manager,100.0
73.93,66.0,30.85,6.49,7,4,3.82,HR,89.67
92.13,92.69,29.98,8.21,7,4,4.5,Team Lead,100.0
57.86,59.3,66.61,5.07,2,1,1.23,Team Lead,52.41
74.03,78.6,52.58,6.47,7,4,3.41,HR,86.96
88.07,90.43,26.58,9.64,11,5,4.14,Team Lead,100.0
51.77,54.74,88.69,5.68,9,4,2.16,Manager,60.81
56.15,59.07,74.04,5.17,10,2,2.06,Team Lead,69.13
67.06,53.84,87.59,5.63,11,1,1.95,Team Lead,73.29
56.04,49.69,69.56,4.6,5,1,1.47,Team Lead,53.36
73.1,68.07,55.72,7.51,14,5,3.51,Employee,100.0
59.28,44.84,64.76,5.88,11,1,1.86,HR,74.02
93.19,96.43,6.15,9.69,14,2,4.37,Team Lead,100.0
90.34,94.97,19.42,9.97,14,2,4.57,Employee,100.0
64.98,40.85,66.16,4.07,4,3,1.28,Employee,44.04
64.53,50.61,75.64,5.77,1,4,1.36,HR,45.85
87.56,80.93,22.24,8.25,3,4,4.66,HR,100.0
71.01,76.09,54.61,6.08,12,3,3.06,Team Lead,93.39
53.55,61.34,78.49,4.34,10,2,1.72,Manager,62.39
54.24,51.75,73.96,4.88,3,3,2.37,Employee,50.54
73.07,79.48,32.64,6.29,14,1,3.58,Team Lead,100.0
57.06,55.91,82.54,5.36,3,5,1.3,Team Lead,43.8
97.75,87.62,14.88,8.02,13,2,4.49,Manager,100.0
55.14,55.63,61.93,4.69,8,5,1.58,Employee,55.46
82.55,70.12,30.64,7.25,6,5,3.96,HR,93.59
57.96,61.76,63.95,4.86,4,2,2.47,Employee,60.88
92.35,83.04,9.88,8.89,11,2,4.26,Team Lead,100.0
65.06,54.98,77.66,5.87,7,5,2.43,HR,62.75
63.96,40.61,80.72,5.29,7,5,2.06,Team Lead,52.76
81.58,79.22,33.47,6.67,9,3,2.98,HR,97.71
75.1,71.86,34.94,7.91,7,4,2.98,Team Lead,93.8
80.14,78.53,56.67,7.87,12,1,3.76,Team Lead,100.0
98.25,95.93,19.64,9.4,13,4,4.02,Manager,100.0
51.49,58.38,74.66,4.81,13,5,2.43,Team Lead,67.68
50.75,64.29,63.44,4.28,5,2,1.04,HR,51.87
71.4,69.2,39.63,7.94,2,2,3.5,Manager,87.88
89.41,87.76,25.43,9.86,9,4,4.94,Team Lead,100.0
80.96,69.37,42.87,7.3,4,3,3.29,Employee,87.4
99.52,93.16,1.21,9.44,3,2,4.73,Manager,100.0
96.02,86.73,20.92,8.56,6,1,4.2,Manager,100.0
67.14,56.57,89.39,5.66,1,1,1.19,HR,50.1
87.63,97.2,12.61,9.54,4,2,4.52,Employee,100.0
55.85,48.63,69.72,4.4,10,1,1.65,Team Lead,62.87
86.8,92.79,6.36,8.64,13,5,4.8,Manager,100.0
67.31,57.06,70.8,4.65,6,2,1.36,Employee,57.83
94.11,83.47,0.21,9.25,11,5,4.11,HR,100.0
53.25,53.99,74.31,5.56,6,3,2.11,Team Lead,58.99
87.4,88.02,6.12,8.82,11,2,4.53,Team Lead,100.0
55.44,60.1,62.67,4.64,7,2,2.19,HR,63.52
89.53,80.55,11.98,8.67,13,3,4.81,Employee,100.0
72.14,77.14,47.2,7.96,2,3,3.71,Team Lead,88.07
94.56,86.35,19.05,9.54,3,5,4.22,HR,100.0
91.14,87.61,20.93,8.04,12,3,4.93,Team Lead,100.0
75.84,76.34,32.19,7.73,6,2,3.15,Manager,97.8
80.95,65.98,53.6,6.86,3,5,3.21,Manager,75.7
62.08,40.47,71.49,4.82,4,2,2.31,Manager,53.04
92.26,90.94,13.53,9.29,4,1,4.59,HR,100.0
79.51,66.91,43.74,6.08,1,5,3.37,Employee,70.43
65.87,40.69,68.6,5.21,3,5,1.34,Team Lead,43.69
92.93,94.47,2.03,9.85,14,1,4.44,Manager,100.0
52.12,43.49,75.81,4.35,14,2,2.33,HR,68.34
82.32,66.82,57.14,7.9,13,3,2.85,Team Lead,100.0
62.98,43.24,82.18,5.9,1,4,2.31,Employee,47.31
91.18,92.46,10.59,8.9,3,3,4.18,HR,100.0
88.38,82.8,4.09,8.7,13,1,4.8,Employee,100.0
57.4,59.03,86.71,5.32,1,5,1.54,Team Lead,41.04
81.49,70.9,43.2,7.07,12,2,3.09,Team Lead,100.0
82.66,68.08,54.97,6.35,6,1,3.8,Manager,90.83
54.35,53.0,73.21,4.9,5,5,2.05,Employee,49.63
91.81,89.98,24.23,8.88,3,3,4.46,Manager,100.0
84.57,79.69,49.65,7.76,12,2,2.82,Employee,100.0
93.6,93.95,0.15,8.87,11,3,4.46,HR,100.0
79.18,68.32,34.36,7.31,14,1,2.51,Team Lead,100.0
95.47,83.51,9.18,8.4,5,2,4.6,Employee,100.0
71.2,77.59,46.57,6.94,5,4,3.76,Team Lead,87.26
84.48,65.07,58.55,7.28,8,3,3.8,HR,94.33
98.91,97.08,24.91,8.14,9,5,4.79,Team Lead,100.0
82.16,74.81,33.68,6.59,2,3,3.36,Employee,83.97
84.64,69.82,33.53,6.46,12,4,3.93,Employee,100.0
72.29,77.77,59.96,6.67,9,4,3.08,Employee,88.17
63.15,45.75,67.53,5.87,2,3,1.13,Employee,49.04
80.51,66.33,48.64,7.75,6,4,3.55,Employee,90.77
92.61,91.01,19.56,8.75,9,2,4.78,Employee,100.0
77.01,68.25,49.08,7.12,13,5,3.34,Manager,98.23
55.61,53.85,77.83,5.77,11,3,2.31,HR,70.88
50.31,56.9,63.43,5.43,14,4,1.48,HR,71.54
62.19,50.33,63.97,5.74,8,1,1.82,Team Lead,69.65
59.51,49.0,84.42,5.5,1,2,1.55,Team Lead,45.96
87.18,91.82,26.77,9.4,1,1,4.15,Manager,100.0
52.58,61.89,85.23,4.91,9,3,1.61,Employee,59.23
