attendance_consistency,task_completion,task_delay_rate,work_hours,productive_hours,idle_time_hours,overtime_hours,experience,feedback_score,project_complexity,peer_collaboration_score,manager_rating,training_hours,learning_inde,performance_percentage,role
0.85,94.0,0.18,7.0,6.5,0.5,1,1,4,2,4,3,9.0,0.34,88.0,0.0
1.0,81.0,0.03,7.8,6.9,0.9,3,2,5,1,3,5,2.0,0.77,84.0,0.0
0.99,91.0,0.03,8.9,8.4,0.5,0,1,1,4,4,4,5.0,0.7,85.0,0.0
0.88,100.0,0.1,9.4,8.1,1.3,1,1,5,1,4,3,1.0,0.92,91.0,0.0
0.5700000000000001,71.0,0.03,9.2,8.3,0.9,1,10,5,3,5,4,4.0,0.65,94.0,0.0
0.89,86.0,0.07,8.3,6.5,1.8,2,2,3,5,4,3,2.0,0.83,88.0,0.0
1.0,73.0,0.04,8.4,7.6,0.8,0,1,3,2,5,4,6.0,0.76,82.0,0.0
0.85,77.0,0.03,8.6,7.7,0.9,4,1,5,2,5,1,6.0,0.9,97.0,0.0
0.8,80.0,0.09,10.0,9.3,0.7,1,2,4,2,5,5,4.0,0.75,92.0,0.0
1.0,99.0,0.08,7.3,6.3,1.0,3,3,5,5,4,5,2.0,0.67,84.0,0.0
1.0,74.0,0.08,7.6,6.0,1.6,2,1,5,4,3,5,4.0,0.76,86.0,1.0
0.86,82.0,0.08,7.9,6.4,1.5,2,1,4,1,5,5,1.0,0.61,76.0,0.0
1.0,89.0,0.24,8.3,7.7,0.6,2,3,3,2,5,2,4.0,0.48,82.0,0.0
0.62,88.0,0.07,7.4,7.1,0.3,3,3,3,5,3,4,5.0,0.8,86.0,0.0
0.94,67.0,0.11,7.9,7.2,0.7,2,1,5,2,5,5,5.0,0.75,99.0,0.0
0.71,98.0,0.15,8.0,7.2,0.8,4,9,5,1,4,3,3.0,0.48,87.0,1.0
0.87,100.0,0.02,6.5,6.0,0.5,0,8,2,4,3,4,7.0,0.67,99.0,0.0
1.0,68.0,0.13,7.3,6.9,0.4,2,12,3,5,2,3,2.0,0.79,76.0,0.0
0.89,61.0,0.11,7.6,7.0,0.6,1,10,3,3,5,2,6.0,0.63,87.0,0.0
0.96,88.0,0.09,7.8,6.6,1.2,0,3,1,1,4,3,4.0,0.42,87.0,0.0
0.86,88.0,0.12,6.0,4.4,1.6,1,7,3,4,5,3,10.0,0.78,89.0,0.0
0.93,88.0,0.07,8.9,8.0,0.9,4,3,5,3,4,5,3.0,0.43,93.0,0.0
0.77,87.0,0.04,8.2,8.2,0.0,0,11,4,3,2,3,3.0,0.86,92.0,1.0
1.0,93.0,0.04,6.7,5.7,1.0,3,7,2,2,4,2,4.0,0.79,86.0,0.0
0.93,92.0,0.16,6.0,5.6,0.4,0,1,5,2,4,5,2.0,0.69,87.0,0.0
0.85,90.0,0.11,8.4,7.7,0.7,1,2,1,4,4,4,4.0,0.9,78.0,0.0
0.96,78.0,0.0,7.8,7.3,0.5,2,4,3,5,3,5,3.0,0.86,91.0,0.0
0.83,92.0,0.1,6.0,5.7,0.3,1,2,5,3,2,5,9.0,0.265,85.0,0.0
0.98,100.0,0.02,7.1,7.1,0.0,1,4,2,3,2,4,2.0,0.43,88.0,0.0
0.85,73.0,0.05,7.4,7.1,0.3,5,1,5,4,4,5,3.0,0.76,77.0,0.0
0.75,70.0,0.08,10.0,9.4,0.6,6,2,1,5,4,5,5.0,0.86,99.0,0.0
0.89,100.0,0.07,9.0,7.5,1.5,0,16,3,3,2,3,5.0,0.81,100.0,0.0
0.69,100.0,0.03,9.6,8.1,1.5,2,9,4,3,4,3,3.0,0.79,71.0,0.0
0.9,83.0,0.02,8.4,7.3,1.1,2,6,4,4,5,3,3.0,0.82,85.0,0.0
0.76,88.0,0.08,9.7,8.3,1.4,3,0,3,5,5,2,7.0,0.48,90.0,0.0
0.86,81.0,0.05,9.7,9.0,0.7,0,1,3,5,3,5,4.0,0.59,74.0,0.0
0.89,100.0,0.09,8.8,8.3,0.5,2,2,3,3,4,5,5.0,0.68,88.0,0.0
0.91,100.0,0.16,7.2,7.2,0.0,1,4,3,3,2,3,6.0,0.42,91.0,0.0
0.99,82.0,0.08,9.2,8.8,0.4,1,3,3,3,5,4,4.0,0.49,81.0,0.0
1.0,79.0,0.21,9.5,9.3,0.2,2,2,4,5,4,3,2.0,0.91,98.0,0.0
0.96,86.0,0.11,8.1,8.1,0.0,0,8,4,4,2,2,7.0,0.58,83.0,0.0
0.63,81.0,0.18,6.3,5.4,0.9,4,4,4,4,4,5,5.0,0.62,95.0,0.0
0.85,88.0,0.12,8.7,8.3,0.4,4,0,3,2,4,2,3.0,0.93,91.0,1.0
1.0,90.0,0.18,9.0,8.5,0.5,0,16,4,3,5,4,4.0,0.68,94.0,0.0
0.8,89.0,0.07,8.2,7.2,1.0,3,2,5,4,4,5,1.0,0.69,96.0,0.0
0.93,86.0,0.12,7.8,7.1,0.7,1,0,4,3,3,3,2.0,0.79,100.0,0.0
0.89,82.0,0.21,8.4,7.3,1.1,1,0,4,5,4,1,5.0,0.92,86.0,0.0
0.98,84.0,0.12,8.1,7.5,0.6,0,2,4,2,4,2,5.0,0.96,94.0,0.0
0.89,78.0,0.03,8.3,7.4,0.9,1,0,4,5,3,4,7.0,0.85,82.0,0.0
0.79,85.0,0.11,9.4,8.2,1.2,1,1,5,1,5,5,3.0,0.78,88.0,0.0
0.77,100.0,0.08,8.7,7.6,1.1,1,1,2,3,4,5,7.0,0.89,99.0,0.0
0.8,70.0,0.13,6.9,6.1,0.8,2,12,5,3,4,2,7.0,0.7,92.0,1.0
0.89,100.0,0.2,6.0,5.4,0.6,2,7,4,3,4,5,4.0,0.93,83.0,0.0
1.0,73.0,0.07,8.3,7.6,0.7,1,0,4,2,5,4,5.0,0.85,88.0,0.0
0.9,73.0,0.07,7.8,6.1,1.7,1,8,2,5,5,3,7.0,0.82,73.0,0.0
0.89,74.0,0.1,7.2,6.5,0.7,2,2,3,3,2,4,8.0,0.83,86.0,0.0
0.94,98.0,0.275,7.2,5.5,1.7,3,1,5,4,4,4,2.0,0.86,88.0,0.0
0.82,100.0,0.11,9.3,9.2,0.1,1,1,4,3,4,3,6.0,0.68,80.0,0.0
0.7,75.0,0.03,8.6,6.7,1.9,6,12,5,2,5,5,4.0,0.27,93.0,0.0
0.9,84.0,0.04,8.0,7.2,0.8,2,1,5,4,5,5,2.0,0.83,87.0,0.0
0.78,76.0,0.04,7.4,6.9,0.5,5,1,3,5,4,5,2.0,0.43,78.0,0.0
0.85,100.0,0.07,9.5,8.5,1.0,1,2,3,3,4,5,2.0,0.39,96.0,0.0
0.82,78.0,0.05,7.7,7.3,0.4,4,5,3,3,5,3,4.0,0.84,79.0,0.0
0.83,91.0,0.07,7.8,7.4,0.4,1,7,4,4,5,5,6.0,0.93,83.0,0.0
0.79,91.0,0.13,8.2,8.2,0.0,2,0,3,1,4,5,1.0,0.83,89.0,0.0
0.72,78.0,0.18,8.2,7.5,0.7,3,1,4,1,1,2,8.0,0.88,90.0,0.0
0.73,77.0,0.12,7.7,7.2,0.5,5,7,3,2,5,3,4.0,0.73,90.0,0.0
0.68,69.0,0.23,9.0,7.9,1.1,4,0,3,3,3,4,2.0,0.83,77.0,0.0
0.9,87.0,0.07,8.2,7.7,0.5,1,1,4,1,5,2,6.0,0.65,100.0,0.0
0.73,86.0,0.24,6.0,5.7,0.3,3,3,4,3,5,4,3.0,0.61,87.0,0.0
0.74,58.5,0.1,7.8,6.4,1.4,0,2,2,3,5,3,4.0,0.95,82.0,0.0
0.82,96.0,0.03,9.4,8.8,0.6,3,3,3,2,2,4,4.0,0.81,84.0,0.0
0.86,86.0,0.16,6.1,5.2,0.9,2,3,4,5,2,5,6.0,0.53,84.0,0.0
0.9,94.0,0.07,8.4,8.3,0.1,2,6,3,3,4,2,5.0,0.69,83.0,0.0
0.86,100.0,0.08,8.6,7.4,1.2,0,15,2,5,3,5,4.0,0.88,80.0,0.0
0.85,74.0,0.2,8.2,6.7,1.5,1,5,5,2,3,4,2.0,0.83,93.0,0.0
0.91,83.0,0.05,7.6,7.0,0.6,2,5,4,2,4,1,4.0,0.71,90.0,0.0
0.88,70.0,0.1,6.1,5.5,0.6,6,2,3,2,4,3,5.0,0.63,89.0,0.0
0.77,68.0,0.11,7.6,6.9,0.7,0,3,5,5,4,4,5.0,0.84,100.0,0.0
0.85,89.0,0.02,8.6,8.1,0.5,1,3,4,5,5,4,5.0,0.59,82.0,0.0
0.79,81.0,0.15,8.5,7.7,0.8,0,5,1,3,5,4,2.0,0.85,73.0,0.0
0.94,75.0,0.1,8.0,7.5,0.5,0,3,2,2,1,1,5.0,0.39,90.0,0.0
0.89,88.0,0.07,7.7,6.6,1.1,3,11,4,1,5,1,2.0,0.66,94.0,0.0
0.87,78.0,0.07,7.7,6.3,1.4,3,16,4,3,5,4,3.0,0.42,87.0,0.0
0.8,99.0,0.11,8.1,6.8,1.3,1,3,5,4,1,3,6.0,0.62,85.0,0.0
1.0,90.0,0.18,7.5,7.0,0.5,2,16,5,4,4,2,6.0,0.52,82.0,0.0
0.66,90.0,0.17,8.7,8.3,0.4,2,0,2,3,5,5,7.0,0.95,77.0,0.0
0.94,74.0,0.16,9.4,9.2,0.2,5,4,5,4,3,5,7.0,0.87,87.0,0.0
0.96,83.0,0.01,8.4,7.0,1.4,2,6,2,5,5,2,3.0,0.84,80.0,0.0
0.75,77.0,0.09,7.5,6.5,1.0,2,4,5,3,4,4,4.0,0.68,95.0,0.0
0.83,84.0,0.16,8.4,7.6,0.8,1,1,1,5,4,3,4.0,0.72,83.0,0.0
0.75,81.0,0.08,10.0,9.3,0.7,1,0,3,4,4,3,4.0,0.79,92.0,0.0
0.74,68.0,0.12,8.3,8.1,0.2,2,4,4,2,5,4,4.0,0.87,78.0,0.0
1.0,93.0,0.08,8.3,7.3,1.0,0,3,4,1,4,3,6.0,0.67,89.0,0.0
0.76,89.0,0.18,6.0,5.2,0.8,4,2,2,3,5,5,7.0,0.76,87.0,0.0
0.72,87.0,0.05,6.5,6.0,0.5,2,2,2,5,4,5,3.0,0.5,86.0,1.0
0.82,87.0,0.275,8.0,6.3,1.7,3,2,3,1,4,2,4.0,0.61,79.0,0.0
0.66,93.0,0.1,7.9,7.3,0.6,3,3,5,2,4,5,4.0,0.75,100.0,0.0
0.87,88.0,0.1,8.3,7.0,1.3,3,5,1,5,4,4,8.0,0.84,84.0,0.0
0.95,87.0,0.1,10.0,9.1,0.9,4,7,4,2,5,3,7.0,0.79,95.0,0.0
0.86,80.0,0.09,8.2,7.3,0.9,4,2,5,5,3,2,6.0,0.64,85.0,0.0
0.74,98.0,0.06,7.2,7.2,0.0,1,3,2,1,5,5,5.0,0.93,80.0,0.0
0.84,81.0,0.04,8.2,7.1,1.1,2,9,3,2,4,5,4.0,0.92,87.0,0.0
0.74,96.0,0.19,7.6,7.6,0.0,0,8,2,4,3,4,7.0,0.82,92.0,0.0
0.92,92.0,0.02,8.1,7.8,0.3,3,2,3,5,5,4,5.0,0.93,73.0,0.0
0.77,95.0,0.12,7.6,7.3,0.3,0,0,4,3,1,5,4.0,0.68,90.0,0.0
0.91,80.0,0.01,8.6,7.8,0.8,1,9,2,3,3,3,6.0,0.87,87.0,0.0
0.77,93.0,0.1,9.0,7.6,1.4,2,4,2,4,4,3,5.0,0.81,90.0,0.0
0.98,80.0,0.05,6.9,6.6,0.3,2,11,4,5,4,4,7.0,0.84,94.0,0.0
0.61,71.0,0.06,6.7,6.3,0.4,3,8,3,2,5,5,7.0,0.54,93.0,0.0
1.0,84.0,0.07,6.0,5.6,0.4,3,2,3,3,2,4,6.0,0.77,76.0,0.0
0.9,90.0,0.08,9.7,9.7,0.0,2,5,1,5,4,4,3.0,0.63,100.0,0.0
1.0,80.0,0.08,6.7,5.2,1.5,1,2,4,4,4,4,4.0,0.78,85.0,0.0
0.9,72.0,0.05,8.1,7.5,0.6,0,5,4,2,4,3,4.0,0.75,81.0,0.0
0.86,97.0,0.11,8.0,7.7,0.3,3,1,5,4,4,4,4.0,0.98,88.0,0.0
0.74,90.0,0.2,8.2,6.8,1.4,3,8,3,4,1,4,3.0,0.67,86.0,0.0
0.79,98.0,0.06,7.7,7.2,0.5,1,8,2,3,2,5,7.0,0.45,83.0,0.0
0.77,88.0,0.02,7.6,7.5,0.1,3,3,5,3,3,4,6.0,0.87,73.0,0.0
0.92,75.0,0.14,8.9,8.4,0.5,1,4,5,1,3,3,4.0,0.61,97.0,0.0
0.87,84.0,0.1,8.1,7.6,0.5,2,0,3,5,5,4,7.0,0.68,86.0,0.0
0.8,83.0,0.1,8.0,7.4,0.6,3,2,4,1,4,4,2.0,0.78,84.0,1.0
0.87,89.0,0.17,9.1,8.5,0.6,1,0,5,1,5,3,2.0,0.34,88.0,0.0
0.79,72.0,0.05,9.1,8.1,1.0,4,3,4,1,5,4,7.0,0.74,71.0,0.0
0.81,84.0,0.15,8.0,7.6,0.4,3,4,2,2,1,2,4.0,0.87,78.0,0.0
0.92,81.0,0.19,7.1,6.7,0.4,0,2,3,5,5,5,8.0,0.8,91.0,0.0
0.92,83.0,0.05,9.4,8.4,1.0,0,2,5,1,4,3,5.0,0.46,100.0,0.0
0.82,91.0,0.07,8.4,7.0,1.4,1,9,3,2,5,4,8.0,0.92,100.0,0.0
0.85,83.0,0.03,8.5,7.5,1.0,1,5,4,3,3,5,5.0,0.94,68.0,0.0
0.7,72.0,0.02,6.0,5.7,0.3,6,3,5,5,5,3,2.0,0.79,100.0,0.0
0.77,77.0,0.09,6.0,5.7,0.3,1,6,4,2,4,4,6.0,0.81,100.0,0.0
0.95,95.0,0.12,7.9,6.8,1.1,3,5,5,3,4,4,4.0,0.66,92.0,0.0
0.63,72.0,0.04,7.9,7.7,0.2,1,11,3,4,4,5,3.0,0.88,81.0,0.0
0.69,63.0,0.07,10.0,8.5,1.5,0,3,3,5,4,3,5.0,0.81,84.0,0.0
0.91,93.0,0.25,7.1,7.0,0.1,4,3,2,5,5,4,5.0,0.65,79.0,0.0
0.86,87.0,0.19,9.1,8.3,0.8,1,0,5,2,4,4,6.0,0.89,78.0,0.0
0.91,68.0,0.13,6.5,5.8,0.7,2,11,2,3,5,4,9.0,0.94,87.0,0.0
1.0,89.0,0.03,7.8,7.1,0.7,4,16,5,3,4,4,9.0,0.84,93.0,0.0
0.88,77.0,0.1,7.4,7.2,0.2,4,9,4,4,5,2,5.0,0.88,100.0,0.0
0.71,84.0,0.07,8.9,8.5,0.4,2,0,4,1,4,2,4.0,0.44,89.0,0.0
1.0,84.0,0.08,9.2,7.7,1.5,5,2,5,2,3,5,8.0,0.59,92.0,0.0
0.79,70.0,0.07,8.1,7.3,0.8,2,2,5,3,3,1,5.0,0.65,94.0,0.0
0.99,85.0,0.1,7.9,6.3,1.6,2,0,4,3,5,3,2.0,0.7,95.0,0.0
0.7,83.0,0.08,9.2,7.8,1.4,4,3,5,3,4,5,4.0,0.62,80.0,0.0
0.86,69.0,0.01,6.7,6.1,0.6,2,3,3,3,3,4,5.0,0.56,79.0,0.0
0.79,88.0,0.19,8.7,8.6,0.1,3,8,3,5,5,4,6.0,0.8,92.0,0.0
0.98,69.0,0.11,10.0,8.6,1.4,0,4,1,2,4,3,6.0,0.85,93.0,0.0
0.82,88.0,0.07,9.5,7.9,1.6,2,1,2,5,3,5,6.0,0.54,81.0,0.0
0.93,87.0,0.08,9.3,7.7,1.6,2,5,4,4,5,4,3.0,0.62,100.0,0.0
1.0,72.0,0.14,8.2,7.2,1.0,1,16,3,3,4,2,2.0,0.85,87.0,0.0
0.82,83.0,0.11,9.5,8.7,0.8,2,4,4,2,4,4,4.0,0.9,88.0,0.0
1.0,92.0,0.16,8.5,7.3,1.2,0,3,4,2,5,2,4.0,0.84,92.0,0.0
0.9,89.0,0.13,7.3,7.0,0.3,1,3,4,4,4,3,2.0,0.81,84.0,0.0
0.93,81.0,0.02,8.2,6.9,1.3,2,3,3,5,4,3,6.0,0.85,90.0,0.0
0.81,95.0,0.16,8.0,6.7,1.3,1,2,5,5,1,4,6.0,0.66,89.0,0.0
0.93,83.0,0.04,6.3,5.4,0.9,5,1,1,1,3,2,5.0,0.67,94.0,0.0
0.99,79.0,0.17,6.9,5.9,1.0,1,5,4,3,3,3,7.0,0.78,71.0,0.0
0.93,91.0,0.18,8.3,7.7,0.6,4,6,5,5,5,3,10.0,0.79,98.0,0.0
0.94,83.0,0.16,9.3,7.6,1.7,0,14,5,2,5,4,4.0,0.66,90.0,0.0
0.98,88.0,0.11,9.6,8.3,1.3,1,6,5,5,3,3,9.0,0.82,95.0,0.0
0.97,93.0,0.18,8.3,7.1,1.2,2,0,4,1,5,2,5.0,0.32,95.0,0.0
0.75,91.0,0.1,7.3,6.1,1.2,0,2,5,2,1,4,5.0,0.27,89.0,0.0
0.91,100.0,0.2,9.2,8.9,0.3,1,2,4,4,3,2,3.0,0.64,80.0,0.0
0.71,78.0,0.06,7.9,6.9,1.0,2,1,4,5,4,4,6.0,0.4,84.0,0.0
0.94,79.0,0.09,8.1,7.0,1.1,2,10,4,1,3,4,2.0,0.78,83.0,0.0
0.9,78.0,0.04,8.0,7.7,0.3,5,5,1,4,4,4,4.0,0.265,91.0,0.0
0.84,84.0,0.06,10.0,8.9,1.1,3,1,2,3,4,5,8.0,0.89,81.0,0.0
0.86,97.0,0.02,6.9,5.7,1.2,2,2,5,2,3,4,6.0,0.74,96.0,0.0
0.94,89.0,0.07,10.0,9.1,0.9,2,10,1,2,5,5,3.0,0.6,81.0,0.0
0.99,81.0,0.23,9.5,9.3,0.2,0,7,4,2,3,3,4.0,0.76,89.0,0.0
0.92,76.0,0.14,8.7,8.1,0.6,1,12,3,1,4,1,10.0,0.76,90.0,0.0
0.91,72.0,0.12,7.7,6.2,1.5,3,9,3,3,4,3,6.0,0.89,86.0,0.0
0.79,84.0,0.14,8.7,8.4,0.3,1,9,5,4,3,4,4.0,0.28,74.0,0.0
0.91,99.0,0.02,7.7,7.7,0.0,0,3,4,3,4,3,7.0,0.61,94.0,0.0
0.91,91.0,0.1,8.2,8.2,0.0,2,3,5,4,4,4,9.0,0.7,75.0,0.0
0.87,91.0,0.04,6.7,6.3,0.4,1,1,3,3,4,1,2.0,0.87,97.0,0.0
0.89,91.0,0.01,7.3,6.5,0.8,2,9,4,5,4,2,6.0,0.6,89.0,0.0
0.72,83.0,0.07,8.6,7.5,1.1,2,16,4,5,1,4,3.0,0.71,95.0,0.0
0.76,91.0,0.04,6.1,4.9,1.2,2,0,4,4,5,4,6.0,0.84,88.0,0.0
0.85,84.0,0.09,9.4,8.5,0.9,2,1,4,1,1,5,8.0,0.67,93.0,0.0
0.95,81.0,0.15,7.6,7.6,0.0,3,2,5,5,2,3,3.0,0.84,88.0,0.0
0.81,94.0,0.07,8.1,7.0,1.1,2,2,3,5,5,3,3.0,0.47,88.0,0.0
0.79,85.0,0.02,8.9,7.0,1.9,3,4,2,3,3,5,6.0,0.79,86.0,0.0
0.95,95.0,0.16,8.4,7.0,1.4,1,3,2,2,3,3,4.0,0.7,90.0,0.0
0.76,86.0,0.09,8.1,7.3,0.8,0,2,4,2,1,3,4.0,0.68,80.0,0.0
0.84,95.0,0.04,6.0,5.6,0.4,1,6,4,2,5,4,4.0,0.76,74.0,0.0
0.74,89.0,0.07,9.8,8.4,1.4,3,13,1,4,2,4,5.0,0.77,86.0,0.0
0.77,91.0,0.16,7.6,7.6,0.0,2,0,4,4,2,4,6.0,0.91,80.0,0.0
0.76,79.0,0.06,8.2,7.7,0.5,0,5,3,5,5,1,5.0,0.79,90.0,0.0
0.77,71.0,0.21,8.4,7.7,0.7,0,13,4,1,1,4,4.0,0.43,83.0,0.0
1.0,88.0,0.09,6.8,6.0,0.8,2,2,3,5,5,3,6.0,0.84,96.0,0.0
0.5700000000000001,98.0,0.13,9.6,9.2,0.4,4,0,5,2,3,3,3.0,0.52,74.0,0.0
0.79,87.0,0.02,7.6,6.5,1.1,1,8,3,1,3,5,6.0,0.58,88.0,0.0
1.0,94.0,0.19,7.9,7.3,0.6,1,1,5,3,5,3,5.0,0.57,100.0,0.0
0.63,100.0,0.03,8.0,7.2,0.8,0,3,4,1,3,3,3.0,0.65,80.0,0.0
0.8,81.0,0.15,8.0,7.6,0.4,2,5,5,2,3,2,8.0,0.64,92.0,0.0
0.88,100.0,0.26,7.7,7.0,0.7,0,6,3,5,4,3,3.0,0.85,100.0,0.0
0.82,80.0,0.08,8.3,7.5,0.8,0,7,4,2,4,4,6.0,0.56,100.0,0.0
0.85,91.0,0.01,7.0,5.4,1.6,1,1,5,3,3,3,8.0,0.82,93.0,0.0
0.78,82.0,0.05,6.8,6.4,0.4,0,10,5,2,3,4,7.0,0.68,94.0,0.0
1.0,81.0,0.05,7.1,6.7,0.4,3,0,2,4,4,3,9.0,0.69,81.0,0.0
1.0,93.0,0.06,8.8,7.9,0.9,3,1,5,4,4,3,7.0,0.78,94.0,0.0
0.93,94.0,0.13,8.5,8.5,0.0,4,11,3,4,3,5,6.0,0.68,89.0,0.0
0.68,73.0,0.12,8.5,7.2,1.3,1,0,5,1,2,2,5.0,0.67,87.0,0.0
0.84,88.0,0.11,6.0,5.7,0.3,1,2,3,1,4,5,6.0,0.76,93.0,0.0
0.86,78.0,0.15,8.6,8.2,0.4,6,3,1,3,4,4,8.0,0.6,88.0,0.0
0.8,93.0,0.16,8.1,6.6,1.5,1,15,5,5,4,5,6.0,0.47,98.0,0.0
0.77,84.0,0.21,9.9,8.5,1.4,2,4,4,3,4,4,5.0,0.75,94.0,0.0
1.0,96.0,0.11,7.3,6.0,1.3,2,9,2,1,1,5,8.0,0.86,78.0,0.0
0.86,91.0,0.04,7.3,6.5,0.8,1,4,4,1,4,4,4.0,0.88,80.0,0.0
0.72,84.0,0.06,8.5,7.5,1.0,1,11,3,1,4,4,3.0,0.86,94.0,0.0
0.93,78.0,0.06,8.0,7.4,0.6,4,2,5,5,3,3,7.0,0.58,87.0,0.0
0.62,84.0,0.07,6.9,6.2,0.7,1,1,1,5,3,5,4.0,0.86,91.0,1.0
0.73,83.0,0.15,7.0,6.2,0.8,2,15,4,3,5,5,6.0,0.29,91.0,0.0
0.67,59.0,0.21,9.3,8.5,0.8,2,7,5,4,5,4,5.0,0.88,94.0,0.0
0.83,74.0,0.12,7.9,7.4,0.5,3,1,3,1,3,5,6.0,0.63,79.0,0.0
0.86,68.0,0.02,9.4,8.6,0.8,1,9,5,2,4,3,4.0,0.73,85.0,0.0
0.68,99.0,0.11,8.9,8.1,0.8,1,3,3,1,1,4,6.0,0.82,82.0,0.0
0.74,78.0,0.05,7.8,7.4,0.4,5,4,3,4,2,4,3.0,0.97,86.0,0.0
0.7,86.0,0.12,7.1,6.4,0.7,2,5,4,3,4,3,4.0,0.33,99.0,0.0
0.72,100.0,0.03,6.7,6.7,0.0,3,6,3,4,3,3,5.0,0.84,89.0,0.0
0.9,79.0,0.06,8.1,7.1,1.0,1,5,5,4,2,4,6.0,0.84,84.0,1.0
0.86,62.0,0.12,7.7,6.7,1.0,1,16,5,3,4,4,9.0,0.58,92.0,0.0
0.81,87.0,0.07,8.9,8.4,0.5,3,4,4,4,4,5,5.0,0.79,100.0,0.0
0.75,78.0,0.05,8.8,8.4,0.4,2,3,5,2,4,2,7.0,0.73,98.0,0.0
0.91,95.0,0.04,7.0,6.1,0.9,2,16,3,3,3,4,7.0,0.55,83.0,0.0
0.87,84.0,0.01,7.7,7.5,0.2,3,9,5,3,4,5,5.0,0.78,78.0,0.0
0.87,87.0,0.11,9.2,8.7,0.5,3,4,5,2,1,4,6.0,0.38,100.0,0.0
0.85,91.0,0.12,8.0,6.9,1.1,1,5,5,1,2,5,5.0,0.87,84.0,0.0
0.85,93.0,0.19,7.1,7.1,0.0,3,2,2,3,4,4,6.0,0.82,76.0,0.0
0.8,100.0,0.18,8.7,8.5,0.2,2,1,5,2,5,3,4.0,0.86,85.0,0.0
0.91,80.0,0.1,7.4,7.0,0.4,1,9,3,2,4,2,5.0,0.85,93.0,0.0
0.63,89.0,0.11,8.1,7.3,0.8,1,0,3,1,5,2,6.0,0.35,100.0,0.0
0.82,64.0,0.06,8.3,7.5,0.8,0,0,5,4,3,5,8.0,0.59,85.0,0.0
0.81,81.0,0.13,8.4,7.0,1.4,0,1,5,5,5,4,6.0,0.63,97.0,0.0
0.84,86.0,0.19,7.8,7.3,0.5,3,6,2,3,5,4,8.0,0.72,87.0,0.0
0.83,68.0,0.05,7.6,6.5,1.1,1,4,4,2,5,5,6.0,0.66,84.0,0.0
0.89,89.0,0.14,7.7,7.2,0.5,1,12,3,5,4,4,7.0,0.42,92.0,0.0
0.95,97.0,0.12,8.6,7.6,1.0,2,3,4,1,5,4,5.0,0.63,71.0,0.0
0.83,100.0,0.12,9.4,7.6,1.8,0,4,4,3,2,5,2.0,0.87,98.0,0.0
0.73,86.0,0.09,9.0,8.1,0.9,6,2,2,1,4,4,5.0,0.55,85.0,1.0
0.87,85.0,0.08,9.1,8.4,0.7,1,2,5,2,3,5,5.0,0.82,86.0,0.0
0.93,76.0,0.12,9.2,9.1,0.1,3,6,2,3,4,2,2.0,0.72,90.0,0.0
0.91,80.0,0.17,8.2,7.2,1.0,2,2,5,2,5,5,4.0,0.62,85.0,0.0
0.92,80.0,0.05,7.2,6.7,0.5,5,3,3,2,1,3,10.0,0.66,81.0,0.0
0.88,88.0,0.23,7.5,6.7,0.8,1,15,3,5,2,4,6.0,0.68,94.0,0.0
0.82,72.0,0.04,9.1,8.9,0.2,1,8,5,3,5,3,8.0,0.83,100.0,0.0
0.89,87.0,0.12,8.2,7.1,1.1,2,2,5,4,5,4,9.0,0.84,89.0,0.0
0.87,66.0,0.04,8.0,6.4,1.6,2,8,2,5,4,3,3.0,0.87,85.0,0.0
0.76,83.0,0.09,10.0,8.6,1.4,2,7,5,3,4,3,6.0,0.35,100.0,1.0
0.86,76.0,0.13,7.7,7.4,0.3,2,2,5,3,4,4,1.0,0.83,85.0,0.0
0.88,78.0,0.06,7.7,6.9,0.8,0,0,5,5,2,1,4.0,0.55,92.0,0.0
0.69,72.0,0.1,7.1,6.2,0.9,3,6,2,5,5,4,2.0,0.83,100.0,0.0
0.73,100.0,0.08,6.8,4.9,1.9,1,4,5,5,3,5,6.0,0.55,84.0,0.0
0.97,74.0,0.21,10.0,8.7,1.3,3,7,3,1,3,3,1.0,0.68,77.0,0.0
0.81,93.0,0.06,7.2,7.1,0.1,0,1,3,1,1,4,5.0,0.87,83.0,0.0
0.84,74.0,0.12,10.0,9.4,0.6,2,3,3,3,5,4,6.0,0.83,93.0,0.0
0.75,96.0,0.07,8.9,7.5,1.4,2,0,4,1,4,4,3.0,0.5,82.0,1.0
0.8,73.0,0.2,8.6,8.2,0.4,0,2,3,5,4,5,10.5,0.5,83.0,0.0
0.89,78.0,0.12,7.5,6.9,0.6,3,16,4,3,5,2,4.0,0.94,78.0,0.0
0.82,88.0,0.21,6.9,6.2,0.7,1,4,2,4,5,3,7.0,0.88,83.0,1.0
0.75,79.0,0.1,6.8,6.8,0.0,0,11,5,3,3,5,6.0,0.69,94.0,0.0
0.71,88.0,0.03,7.7,7.0,0.7,1,3,3,3,2,4,7.0,0.91,72.0,0.0
0.95,73.0,0.01,8.1,6.6,1.5,4,8,5,5,4,3,6.0,0.78,94.0,0.0
0.86,84.0,0.09,6.7,5.8,0.9,1,5,4,5,5,4,6.0,0.84,98.0,0.0
0.85,88.0,0.19,9.0,8.7,0.3,3,1,3,4,3,1,5.0,0.56,100.0,0.0
0.87,97.0,0.04,9.2,8.0,1.2,1,1,2,4,4,4,2.0,0.69,93.0,0.0
0.89,86.0,0.09,9.9,9.3,0.6,2,0,5,2,4,3,1.0,0.83,80.0,0.0
